rank,spotify_id,track_name,artists,search_query
655,2Ufc72Ojfx9lR30r5srBPB,Sdudla or Slender,Shandesh; Mvzzle,Shandesh Mvzzle Sdudla or Slender
656,51yPymXsGbEyh7InU6yRJP,Captain,BNXN,BNXN Captain
657,4FMfmvlC2DpXIQmpYpcdlC,Calculate,Kidd Carder,Kidd Carder Calculate
658,78lEwmE6xpWtwHhS8D9Fw2,Escaladizzy,Mavo; WAVE$TAR,Mavo WAVE$TAR Escaladizzy
659,4KZMoDuxwSYP63bhbnMqe3,Stronger,Young Jonn,Young Jonn Stronger
660,1gFri8sTiJFOBK8tlLck43,Frente al Mar - Ozuna Remix,Beéle; Ozuna,Beéle Ozuna Frente al Mar - Ozuna Remix
661,5deKzdaASFQRi4Pdcv7U73,BOMBÓN,KvndySwing; dgabanna,KvndySwing dgabanna BOMBÓN
662,3lMM7eyZ5SeYK1SoZCnmA4,Stay (feat. Gabzy),melvitto; Gabzy,melvitto Gabzy Stay (feat. Gabzy)
663,6CSbf15NZhlB39CAjDU16b,So it Goes,Black Sherif; Fireboy DML,Black Sherif Fireboy DML So it Goes
664,6Xf8PfUrnPoosRiAbNGnur,Can't Breathe,Llona,Llona Can't Breathe
665,4vLY6fJQWgBzQYHzguDZme,Forever (Remix),Gyakie; Omah Lay,Gyakie Omah Lay Forever (Remix)
666,5laAdwuT8EEvkIXrmrhRSB,System (feat. WizKid),Dave; Wizkid,Dave Wizkid System (feat. WizKid)
667,5JjQdivvXPrnjeEoxE16WD,Warning,Shandesh; Shebeshxt; King Salah; Kaycherlow NLL,Shandesh Shebeshxt King Salah Kaycherlow NLL Warning
668,4QdFYz1hjkDVDTqAKmIdOx,Ngibolekeni (feat. Seun1401, LeeMcKrazy, Blxckie, Pcee, Madumane & Kabelo Sings),DJ Maphorisa; Xduppy; Scotts Maphuma; Seun1401; LeeMcKrazy; Blxckie; Pcee; Madumane; Kabelo Sings,DJ Maphorisa Xduppy Scotts Maphuma Seun1401 LeeMcKrazy Blxckie Pcee Madumane Kabelo Sings Ngibolekeni (feat. Seun1401; LeeMcKrazy; Blxckie; Pcee; Madumane & Kabelo Sings)
669,2HHEf7l2CoYfwZyLOBXyjW,Empty Chairs (feat. Mick Jagger),Burna Boy; Mick Jagger,Burna Boy Mick Jagger Empty Chairs (feat. Mick Jagger)
670,0fIa6GhUgCdNZ9LVrkp5wS,Come Gimme,Burna Boy,Burna Boy Come Gimme
671,4eXb0vQK0syqsuLpj53C4J,Born Winner,Burna Boy,Burna Boy Born Winner
672,3vgvtiGZeVl1eclWWKWmvS,In Jesus Name,BNXN; Soweto Gospel Choir,BNXN Soweto Gospel Choir In Jesus Name
673,0SmcKaXjPCCK7nq0coN6B2,Gang,Ayo Maff; Seyi Vibez,Ayo Maff Seyi Vibez Gang
674,6L3uYiIWs6qO1guAz9CB1C,Runs Am,Famous Pluto,Famous Pluto Runs Am
675,7i4m8FybgjufzfvhO7gAKf,Wave,Asake; Central Cee,Asake Central Cee Wave
676,35kVPuCr0uZfkNEt5TlD9O,Alma,Zaider; Kapo,Zaider Kapo Alma
677,6NgjdJrK7Bpyvsm8yDtx4H,Godly,Omah Lay,Omah Lay Godly
678,5yplb3035SZqG3E6TArvGK,Trouble,melvitto; Gabzy,melvitto Gabzy Trouble
679,0w6Y7dbsjByFQ8C8LUktto,Banned From NO (with Nicki Minaj) - Remix,Lil Wayne; Nicki Minaj,Lil Wayne Nicki Minaj Banned From NO (with Nicki Minaj) - Remix
680,0VTNaBTD8WWpz0cW3dRR0g,ACTIN UP WITH SEXYY RED,Tommy Richman; Sexyy Red,Tommy Richman Sexyy Red ACTIN UP WITH SEXYY RED
681,5xvPXPOUITOU26irSi3XD5,Big Dawgs (Remix) [with A$AP Rocky],Hanumankind; Kalmi; A$AP Rocky,Hanumankind Kalmi A$AP Rocky Big Dawgs (Remix) [with A$AP Rocky]
682,5u9x7pvd4Kbhhhrpe53pRL,Dancing,Grigoré; Serve Cold; Jaguar Jaguar,Grigoré Serve Cold Jaguar Jaguar Dancing
683,29CvrDmscTVF9tD5Pyd8hQ,Magic In The Air,Francis Mercier; Magic System; Chawki,Francis Mercier Magic System Chawki Magic In The Air
684,659qsb8NZaTuNubJDk1gaD,Dlala Ka Yona (feat. Focalistic, Ricky Lenyora, Uncool MC & Mellow & Sleazy),DJ Maphorisa; Xduppy; Enny Man Da Guitar; Focalistic; Ricky Lenyora; Uncool MC; Mellow & Sleazy,DJ Maphorisa Xduppy Enny Man Da Guitar Focalistic Ricky Lenyora Uncool MC Mellow & Sleazy Dlala Ka Yona (feat. Focalistic; Ricky Lenyora; Uncool MC & Mellow & Sleazy)
685,0vXEmyZIMqLyfmssY29cjq,TaTaTa (feat. Travis Scott),Burna Boy; Travis Scott,Burna Boy Travis Scott TaTaTa (feat. Travis Scott)
686,39jEnShLT84S3EWjn00rrJ,Kabiyesi,Burna Boy,Burna Boy Kabiyesi
687,5prVT2iyY2M7cP1wqnNc7P,Cutesy,BNXN,BNXN Cutesy
688,2NQSSMmLLt33liE9HiBA9Z,Yes Sir,BNXN,BNXN Yes Sir
689,3x9DYVYPjglofHphO73maY,Eleyi,BNXN,BNXN Eleyi
690,6QLkRE9Px8RvInJGvms5X6,Soma Obi,Black Sherif,Black Sherif Soma Obi
691,1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake; Wizkid; Kyla,Drake Wizkid Kyla One Dance
692,04QTmCTsaVjcGaoxj8rSjE,Know Your Worth (feat. Davido & Tems),Khalid; Disclosure; Davido; Tems,Khalid Disclosure Davido Tems Know Your Worth (feat. Davido & Tems)
693,4dvfxZKehPxpz3UZ7A5Fni,Yimmy Yimmy,Tayc; Shreya Ghoshal; Rajat Nagpal; Jacqueline Fernandez,Tayc Shreya Ghoshal Rajat Nagpal Jacqueline Fernandez Yimmy Yimmy
694,1N8G6PUj14v0VG8evbRSxp,Higher,Burna Boy,Burna Boy Higher
695,2H0w7oYDjUvgsFlNQ5swIg,Basquiat,Asake,Asake Basquiat
696,1eBS61fYNgOFTNdOVkyuJr,Anything,Davido,Davido Anything
697,5JIC3AqDuyFtva4oExpNcx,Believe,Super Flu,Super Flu Believe
698,3ZbWQHFEZGl77HC2a3berD,Baiana - Radio Edit,Space Motion,Space Motion Baiana - Radio Edit
699,5urzAWsnWOGUb6n9wC1mSj,Man on a Bench (Um Um Um),ConKi,ConKi Man on a Bench (Um Um Um)
700,54jyhwMPIyNaYABgKhWqvk,Lugar Favorito,BRAN; AFRONOM; Mannymore,BRAN AFRONOM Mannymore Lugar Favorito
701,4C2mYP71CTiM0PjZpqB4Cs,Sweet Love,Burna Boy,Burna Boy Sweet Love
702,70eeLy1MvQkk1Wh7ZO1AKM,Pardon,Burna Boy; Stromae,Burna Boy Stromae Pardon
703,1dKs7tZ3xfoDn2Ap7tgzRv,Ashimolowo,BNXN,BNXN Ashimolowo
704,3n7kzSJ246VvIe4lRmxV9X,Worldwide,Asake,Asake Worldwide
705,6IEYlownuHoYdpMikoyj58,Mentally,Asake,Asake Mentally
706,3I9ZSYQRkZdMgMPaSD5pwp,Kamari,G2 Beatzz,G2 Beatzz Kamari
707,4xNlMIBSdUd4py9z0ia2Wi,Me Pasa (Piscis),Bomba Estéreo; Rawayana; ASTROPICAL,Bomba Estéreo Rawayana ASTROPICAL Me Pasa (Piscis)
708,4bTinPC6ZWa6TKpR25tOOR,Luna,Wisin; Kapo,Wisin Kapo Luna
709,3TlghSCu53YEUigL9RuqnU,Déjame Entrar,Rauw Alejandro,Rauw Alejandro Déjame Entrar
710,45J4avUb9Ni0bnETYaYFVJ,luther (with sza),Kendrick Lamar; SZA,Kendrick Lamar SZA luther (with sza)
711,1KpBtWSI9dlv0RjtzvF1BD,Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri),StarBoy; Wizkid; Ceeza Milli; Spotless; Terri,StarBoy Wizkid Ceeza Milli Spotless Terri Soco (feat. Wizkid; Ceeza Milli; Spotless & Terri)
712,0B3FovCVaGKS5w1FTidEUP,BROWN SKIN GIRL,Blue Ivy; SAINt JHN; Beyoncé; Wizkid,Blue Ivy SAINt JHN Beyoncé Wizkid BROWN SKIN GIRL
713,1YsGGtMNVuyvlq2enrwL35,Comforter,Llona,Llona Comforter
714,5PCOOngROV9jWsUViSy4Ed,Killin' It Girl (feat. GloRilla),j-hope; GloRilla,j-hope GloRilla Killin' It Girl (feat. GloRilla)
715,2n7RaPQ79YbjHlyBFYqm1V,Ma Lady,Tayc,Tayc Ma Lady
716,7Lgy23A9cl92VD0fNC0LiG,Update,Burna Boy,Burna Boy Update
717,2bd4mGioqIx2KUlLGB7rOo,So Much Sense,Gabzy; Fireboy DML,Gabzy Fireboy DML So Much Sense
718,0esYF9xrVgLdKPVAN0mrN4,Secure,Kizz Daniel; Zlatan,Kizz Daniel Zlatan Secure
719,3V6NCwBywAwpAlAyGL7h0p,Doudou,Aya Nakamura,Aya Nakamura Doudou
720,5hJcyuLIlIpOTDHtVeoh9S,Ethnica (Pasilda),Nico de Andrea; Vanetty; Afro Medusa,Nico de Andrea Vanetty Afro Medusa Ethnica (Pasilda)
721,1LzvTGwdQEnAy9OexQ3TYs,In My Life (Oh Ayah),Edward Maya; AFRONOM; vidi roca,Edward Maya AFRONOM vidi roca In My Life (Oh Ayah)
722,79VHKtRi11otZg0Bil7v1G,Feel The Love,andhim; AMÉMÉ; Malou,andhim AMÉMÉ Malou Feel The Love
723,0OMHMgH263gIrUcszYYivV,Emhlabeni (feat. Thatohatsi & Tracy),Kelvin Momo; Da Muziqal Chef; Thatohatsi; Tracy,Kelvin Momo Da Muziqal Chef Thatohatsi Tracy Emhlabeni (feat. Thatohatsi & Tracy)
724,1blpjqXA4y03pWHnDbhs9l,Bo Gogo (feat. Tracy & Thatohatsi),Kelvin Momo; Da Muziqal Chef; Tracy; Thatohatsi,Kelvin Momo Da Muziqal Chef Tracy Thatohatsi Bo Gogo (feat. Tracy & Thatohatsi)
725,6FXCkgH4PR9T15gx8osL5w,Change Your Mind (feat. Shaboozey),Burna Boy; Shaboozey,Burna Boy Shaboozey Change Your Mind (feat. Shaboozey)
726,6WO22RY0WWcN4yKcQb0h32,Update,Burna Boy,Burna Boy Update
727,0CbmiJiGy6sN4RJ75mJthR,Free Service,Shallipopi,Shallipopi Free Service
728,3tEzyNbV0BS9AS0HRSsy3Q,High Tension,Shallipopi,Shallipopi High Tension
729,3HdiLzN2f7VpCzBR0Zz3JP,Holy Water (feat. Victony & Musa Keys),Davido; Victony; Musa Keys,Davido Victony Musa Keys Holy Water (feat. Victony & Musa Keys)
730,5W2NXp5DIYj8Pb99rvKELG,R&B (feat. Shenseea & 450),Davido; Shenseea; 450,Davido Shenseea 450 R&B (feat. Shenseea & 450)
731,3mPG9R95ixuJOoLI8Dpele,No te olvidé,Iam Campillo,Iam Campillo No te olvidé
732,57E5FJTK2tLChMdztd4w02,Dios me oyó,Beéle; Marc Anthony,Beéle Marc Anthony Dios me oyó
733,7qNZLFVB86qiyRT9xFg0f4,PINACOLADA REMIX (feat. Beéle, Ayra Starr, 6LACK),Thisizlondon; Beéle; Ayra Starr,Thisizlondon Beéle Ayra Starr PINACOLADA REMIX (feat. Beéle; Ayra Starr; 6LACK)
734,3SAga35lAPYdjj3qyfEsCF,Feel It (From “Invincible”),d4vd,d4vd Feel It (From “Invincible”)
735,3BxzK9fgy9PwYg7Nrj2Dcu,LEFTRIGHT,Lizzo,Lizzo LEFTRIGHT
736,2REbaRuhstqXHA06wtdOMb,NUMBER ONE (feat. Minz),Himra; Minz,Himra Minz NUMBER ONE (feat. Minz)
737,1TvfZiJDDxAZgYjKyazZBe,Lover Boy (feat. Tayc & Dadju),Davido; Tayc; Dadju,Davido Tayc Dadju Lover Boy (feat. Tayc & Dadju)
738,2CvcJUV3IRsCZd59WOEgok,Tout gâcher,ZEG P; Anitta; Joé Dwèt Filé,ZEG P Anitta Joé Dwèt Filé Tout gâcher
739,4H4l7wkB7UcEMFvfIbGsuq,Karamo,Wizkid,Wizkid Karamo
740,4BJ83GHwyDFvw0HQfjOK1s,Body,Badscandal,Badscandal Body
741,7hVCMjcsJPgUMHUvN4dDKq,Kolomental,Victony,Victony Kolomental
742,2GwQ33xxkI5sVy8JOcMRVg,Lap of Gods (feat. Sam Welch),Benji; Sam Welch,Benji Sam Welch Lap of Gods (feat. Sam Welch)
743,2MSzTLwjCFUcGrxNFvU6pm,Mkhuzeni (feat. Da Muziqal Chef),Kelvin Momo; Babalwa M; Da Muziqal Chef,Kelvin Momo Babalwa M Da Muziqal Chef Mkhuzeni (feat. Da Muziqal Chef)
744,1F3J7D5byxTWbEyhpizptk,Uyaphapha Marn (feat. Scotts Maphuma & Kabelo Sings),TNK MusiQ; DJ Maphorisa; Seun1401; Scotts Maphuma; Kabelo Sings,TNK MusiQ DJ Maphorisa Seun1401 Scotts Maphuma Kabelo Sings Uyaphapha Marn (feat. Scotts Maphuma & Kabelo Sings)
745,34eKUydsaj9GeMTT1ybutO,Wishi Wishi (feat. Scotts Maphuma & Young Stunna),Kabza De Small; Vigro Deep; DJ Maphorisa; Scotts Maphuma; Young Stunna,Kabza De Small Vigro Deep DJ Maphorisa Scotts Maphuma Young Stunna Wishi Wishi (feat. Scotts Maphuma & Young Stunna)
746,0d1rbxaODhWDBLJ7ywooEj,Time,Wizkid,Wizkid Time
747,42Xw4kv2Wy75UugmQ4kv8P,Uhh Yeahh,Asake,Asake Uhh Yeahh
748,75c5cm8y5Fzb6aTZM3MOpN,Bahamas,Young Jonn,Young Jonn Bahamas
749,5HeW3DSp2lsfcXXRuJkZUy,Pray,Wizkid,Wizkid Pray
750,1Cek6PV24GtEk4GDWqFbCk,Asylum,Olivetheboy,Olivetheboy Asylum
751,13YKsJInLyGiJdEZEqqnzt,yo viendo,Ryan Castro,Ryan Castro yo viendo
752,1NKUaH2zobKBC8LIcUH0p0,Passoa,JHAYCO; Kapo,JHAYCO Kapo Passoa
753,2Wj5YuUfvbAOzA2kxRlnqi,Police,Kizz Daniel; Angelique Kidjo; Johnny Drille,Kizz Daniel Angelique Kidjo Johnny Drille Police
754,10MpBpx64MNixmUMNj7f6b,LATINA FOREVA,KAROL G,KAROL G LATINA FOREVA
755,5Z15WSSa7fvaPJZRI4OgDS,J'ai ce qu'il faut,Warren Saada; Dadju,Warren Saada Dadju J'ai ce qu'il faut
756,3rRKu7N2zRgb0pF9DLrrBI,by now,CKay,CKay by now
757,4PjAtEHN8MXgXFQwTxIWva,Contesto,Massuma; DOSAMIS,Massuma DOSAMIS Contesto
758,3HpcP2vx4Cp8ccunsWAB6F,Bundle By Bundle,Burna Boy,Burna Boy Bundle By Bundle
759,6SdOXf6GeUznBy3wI9orXC,CFMF,Davido,Davido CFMF
760,2WHM3orrvvqziSkG0xp8sy,Fuji Vibe,Asake,Asake Fuji Vibe
761,5obTyAhp9xms15FjibgrBy,Mood,Asake,Asake Mood
762,1sBX7EfLOgP3u6gHJBSqQg,Dumebi,Rema,Rema Dumebi
763,7vVs4XCsQyGn1Au3drvo9Z,Call Me Every Day (feat. Wizkid),Chris Brown; Wizkid,Chris Brown Wizkid Call Me Every Day (feat. Wizkid)
764,0niEvIhk3rjNTJHeNHN2Fn,À LA FOLIE,Genezio,Genezio À LA FOLIE
765,3kea45Zl41BwV83RxCxBbw,Mwah!,Lojay; Odeal,Lojay Odeal Mwah!
766,4hH9eVrAzlKR0jbLmHUkPD,Soji,Wizkid,Wizkid Soji
767,10OmeI0uRJArozB5QpnQke,Tek Buddy,Skeete,Skeete Tek Buddy
768,0V9hYbo9uL11hqLP3u0yqA,Babylon,Patoranking; Victony,Patoranking Victony Babylon
769,0xoYZ45fgTfyQYREZPN7Sa,You & Me - Rivo Remix,Disclosure; Eliza Doolittle; Rivo,Disclosure Eliza Doolittle Rivo You & Me - Rivo Remix
770,6j13gtaP8VAmDgOHkh89d4,Kuya,RUSH AVENUE,RUSH AVENUE Kuya
771,0NLRYW9HyqHcbyzfAwskKN,Yebo Lapho (Gogo) (feat. DJ Maphorisa & Djy Biza),Felo Le Tee; Scotts Maphuma; Thabza Tee; DJ Maphorisa; Djy Biza,Felo Le Tee Scotts Maphuma Thabza Tee DJ Maphorisa Djy Biza Yebo Lapho (Gogo) (feat. DJ Maphorisa & Djy Biza)
772,0YgAGCU3kDEMTvndL9u3Tw,Lagos,Seyi Vibez,Seyi Vibez Lagos
773,20pQ2kEbJnMO8nQx0oFfyg,PRITI PRITI,Mack H.D; Kobi Jonz,Mack H.D Kobi Jonz PRITI PRITI
774,1dmES1X8l1AnFBy2gR3wYA,Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix,Master KG; Nomcebo Zikode; Burna Boy,Master KG Nomcebo Zikode Burna Boy Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix
775,7zI5s2IH4xVTzBfI7lNWT8,TEST (feat. AJ Tracey),Aitch; AJ Tracey,Aitch AJ Tracey TEST (feat. AJ Tracey)
776,2oTFuT1tKLHlTJsnBSJJiN,FTCU (feat. Travis Scott, Chris Brown & Sexyy Red) - SLEEZEMIX,Nicki Minaj; Travis Scott; Chris Brown; Sexyy Red,Nicki Minaj Travis Scott Chris Brown Sexyy Red FTCU (feat. Travis Scott; Chris Brown & Sexyy Red) - SLEEZEMIX
777,6c5Acg0PycVeEolq6zuJ9w,Samedi soir,Jeady Jay,Jeady Jay Samedi soir
778,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,Bad Bunny; Chencho Corleone,Bad Bunny Chencho Corleone Me Porto Bonito
779,5mjxSIPHAMNk40q0nON5Cb,Komasava (Comment Ça Va),Diamond Platnumz; Khalil Harrison; Chley,Diamond Platnumz Khalil Harrison Chley Komasava (Comment Ça Va)
780,5CUVCOC6mnZoBFqdkdYrDH,No Fit Vex,Burna Boy,Burna Boy No Fit Vex
781,4kar5EtR271EvY3FIFsnJP,Makeda,Alice DiMar,Alice DiMar Makeda
782,28YQJfxcZyuvdsNrDLDbik,Skill Of Love,Alex Wann; Shimza,Alex Wann Shimza Skill Of Love
783,1dIgMBhevUWAxpJr5WRUh3,Skin,EMOTIONAL; Eleonora,EMOTIONAL Eleonora Skin
784,4UHPdV0a90USlUxUgnXIU2,Told You,Kiko Franco; Moser; Dyve,Kiko Franco Moser Dyve Told You
785,1gM44tVZ9pfUe9v35Stp31,Kwelanga 2.0 (feat. Tman Xpress & LeeMcKrazy),Bassie; M-Touch; Ranger; Amaza; LeeMcKrazy; Tman Xpress,Bassie M-Touch Ranger Amaza LeeMcKrazy Tman Xpress Kwelanga 2.0 (feat. Tman Xpress & LeeMcKrazy)
786,4zZxynw8cwhCRlDl9pay2f,Diqabang,Khathapillar; Sol Phenduka; Smash SA; Kamoh Xaba,Khathapillar Sol Phenduka Smash SA Kamoh Xaba Diqabang
787,59g8NvulzCJ2f9qjCu563T,MARCH AM,Rema,Rema MARCH AM
788,4Mq3cWI9k0DO9sMe6Ylqr2,My Heart,Asake,Asake My Heart
789,0YgtgUHRS8vC9bytCETMZB,Jesus Christ 2,AratheJay; Black Sherif,AratheJay Black Sherif Jesus Christ 2
790,5JGGx9Lv5VqXSGsuiOtIfZ,Puul,Lasmid,Lasmid Puul
791,2khv04F26pnJr4989Maowi,Twe Twe,Kizz Daniel; Davido,Kizz Daniel Davido Twe Twe
792,0oljDKpgyXOneK8YjJnHdZ,LOVE OR LAMBA,Kobi Jonz,Kobi Jonz LOVE OR LAMBA
793,0WheF6yGnxE4gzGg8ScAji,Superfuji(GOBE),oSHAMO,oSHAMO Superfuji(GOBE)
794,000N4CJL8IjQ0f2I4grgBO,Girl Next Door,Tyla; Ayra Starr,Tyla Ayra Starr Girl Next Door
795,1UM3RVanAaakxcx9GkfNTL,KOLO (feat. Oxlade),Ice Prince; Oxlade,Ice Prince Oxlade KOLO (feat. Oxlade)
796,2AaZJAh9FifPCQdba87Hzr,Body & Soul,Joeboy,Joeboy Body & Soul
797,0dI8174H04ATp4iEw0WkrT,Sthandwa Sam (feat. BelloM, Epic DJ, DJ Seneath & X-Morizo),2Point1; BelloM; EPIC DJ; DJ Seneath; X-Morizo,2Point1 BelloM EPIC DJ DJ Seneath X-Morizo Sthandwa Sam (feat. BelloM; Epic DJ; DJ Seneath & X-Morizo)
798,6PJNuJwkvzKammMxgrRxkU,Ligali,Asake,Asake Ligali
799,2dZ0GjY40Y2OYzRaiD8yYq,So it Goes,Black Sherif; Fireboy DML,Black Sherif Fireboy DML So it Goes
800,570Q5CgBICftKsge5bPBDx,todavíA,Boza; Greeicy,Boza Greeicy todavíA
801,5C3vZiMOn2KHMbNQOhL6oQ,No Stress,Wizkid,Wizkid No Stress
802,6oi6AAmRd2IbanRMQZC39J,Hypé (feat. Ayra Starr),Aya Nakamura; Ayra Starr,Aya Nakamura Ayra Starr Hypé (feat. Ayra Starr)
803,1fl2s61uhH6Ob4bU6f8TMT,Alhaji,Tekno,Tekno Alhaji
804,4kiU104Ut3D1z3slHtIZFB,PURR,Shoday; Ayo Maff,Shoday Ayo Maff PURR
805,15NVnnLI5oXQSw10lKrR51,Kilometre,Burna Boy,Burna Boy Kilometre
806,4Lk9PYDhAucTZMyccvt66Z,Tested, Approved & Trusted,Burna Boy,Burna Boy Tested; Approved & Trusted
807,4ODbxG2eUII8zr1Z6TEdse,Young And Beautiful,Make it Maks; Danna Max; PACANI,Make it Maks Danna Max PACANI Young And Beautiful
808,20OH7wRKCLelkw3J0bl5Oo,How Deep Is Your Love,MetaBoy; Afro Queen; Izabela,MetaBoy Afro Queen Izabela How Deep Is Your Love
809,4BGbzOXgQqfhHUeqSJ1x9E,Somebody’s Watching Me,ItsArius; Lynnic; Dinia,ItsArius Lynnic Dinia Somebody’s Watching Me
810,6hqel7QjWBsjk1LJG6J0pD,Funk 99,Shakes & Les; LeeMcKrazy,Shakes & Les LeeMcKrazy Funk 99
811,74tI5k2JSmmmoD6RjdTDpV,OLOLUFE MI,Jux; Diamond Platnumz,Jux Diamond Platnumz OLOLUFE MI
812,6FZlSfQrD9aoB4SSnoAzWk,ASAP,Shallipopi,Shallipopi ASAP
813,7jaot4TU3RWNZVscwAsKLA,Woman Commando (feat. Anitta & Coco Jones),Ayra Starr; Anitta; Coco Jones,Ayra Starr Anitta Coco Jones Woman Commando (feat. Anitta & Coco Jones)
814,5FxlRNsUFstHTDT29A1Cuh,Skating,Asake,Asake Skating
815,1bjeWoagtHmUKputLVyDxQ,Saturn,SZA,SZA Saturn
816,7AOKR43gFlnEphVivfm4Hj,Sweet Love,Burna Boy,Burna Boy Sweet Love
817,37SR66nUcBynhOqSmZx3Xt,Selena,LeoStayTrill,LeoStayTrill Selena
818,2i8qZfW5H5xCG3YJBqZ0ZA,NEW MISTAKES,Lizzo,Lizzo NEW MISTAKES
819,2jqOvtJYWZbu2YaUdDYAXj,Powerbank,Tekno,Tekno Powerbank
820,0W7N6YFobg7uRj861243Rq,Offa Me (feat. Victoria Monét),Davido; Victoria Monét,Davido Victoria Monét Offa Me (feat. Victoria Monét)
821,4MGtTXaggDrYal3andtYxP,Katam (feat. Bien),Diamond Platnumz; Bien,Diamond Platnumz Bien Katam (feat. Bien)
822,71d4wliLLDL2fhUcwalp11,Mukutu,Reekado Banks,Reekado Banks Mukutu
823,1ow7Ba2FNoV1JNG5kQkWN2,Kini Issue,Runtown,Runtown Kini Issue
824,1kyYCsP2NRZEKkBg9wcF2c,Who Is Your Guy?,Spyro,Spyro Who Is Your Guy?
825,7JVUJLsVXysVpSWChbnz9I,10 Toes (feat. Omah Lay),King Promise; Omah Lay,King Promise Omah Lay 10 Toes (feat. Omah Lay)
826,3ceZIRUX8m8qFFcnEDkj2K,Holiday,Rema,Rema Holiday
827,4Pyng2GRqbQe4ElWkcendQ,Barcelonia,Nathan Rux; LuxNite; feva.,Nathan Rux LuxNite feva. Barcelonia
828,5uxzcaOKTqgUf6E9KXftKz,On My Body,Tyla; Becky G,Tyla Becky G On My Body
829,0RHdQDaqgDwsXQujji1TSn,I Swear,Asake,Asake I Swear
830,3NbhGCx2XzyxwzL8YT8rCU,Oblee (Remix),Dj Yk Mule; Slimcase; Kashcoming; Qdot,Dj Yk Mule Slimcase Kashcoming Qdot Oblee (Remix)
831,1wfIqsTXmMVtZxYk8uWxGa,AWAY,Oxlade,Oxlade AWAY
832,2DmALIEmzfK4QDi6yg26Hh,Ohnana (feat. Farruko & Nicky Jam) - Remix,Kapo; Maluma; Ryan Castro; Farruko; Nicky Jam,Kapo Maluma Ryan Castro Farruko Nicky Jam Ohnana (feat. Farruko & Nicky Jam) - Remix
833,29PXxvSTsUGIhd8782WUhx,SAFE,PapaRaZzle; Mack H.D; Keziah,PapaRaZzle Mack H.D Keziah SAFE
834,3SAacqnIY8kK9McSIRC9Rv,YOU AND ME,PapaRaZzle,PapaRaZzle YOU AND ME
835,7k6IzwMGpxnRghE7YosnXT,Me & U,Cassie,Cassie Me & U
836,1yeB8MUNeLo9Ek1UEpsyz6,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake; Sexyy Red; SZA,Drake Sexyy Red SZA Rich Baby Daddy (feat. Sexyy Red & SZA)
837,4B7GPM8MFkJIDhJbYzFSmE,COL4 BODY (feat. Tiggs Da Author),Aitch; Tiggs Da Author,Aitch Tiggs Da Author COL4 BODY (feat. Tiggs Da Author)
838,57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,Bryson Tiller,Bryson Tiller Whatever She Wants
839,4GlUBqfPOLCPirtduhOkwz,Story,Fireboy DML; Take A Daytrip,Fireboy DML Take A Daytrip Story
840,2NMjggapJcXXM7WccGEBUO,Enséñame a Bailar,Bad Bunny,Bad Bunny Enséñame a Bailar
841,6HGeYNFZe51bX0yYOXuvcO,Make Way,Ruger,Ruger Make Way
842,17355cMWlYjMTOmYk1MKZb,More Bongo Please,Louis Bongo; Kamau Abayomi,Louis Bongo Kamau Abayomi More Bongo Please
843,6DF1vTNnA3G4GlNxmVT4wT,Sunshine - Edit,Lavern,Lavern Sunshine - Edit
844,4GxZKOak4mz6VmMJUmO4Is,Manzi Nte (feat. Masterpiece YVK, Ceeka RSA, M.J, Silas Africa & Al Xapo),Tyler ICU; DJ Maphorisa; Masterpiece YVK; Ceeka RSA; M.J; Silas Africa; Al Xapo,Tyler ICU DJ Maphorisa Masterpiece YVK Ceeka RSA M.J Silas Africa Al Xapo Manzi Nte (feat. Masterpiece YVK; Ceeka RSA; M.J; Silas Africa & Al Xapo)
845,54ECqpyhrGsp2uwdeSAPqF,On The Low,Xtofa,Xtofa On The Low
846,7krvWOVJSMcj3LHuxygzLh,Too Late,Wendy Shay,Wendy Shay Too Late
847,4aD5a55jZxiNmUjxSztekD,CUT YOU OFF,PapaRaZzle; Mack H.D,PapaRaZzle Mack H.D CUT YOU OFF
848,2tZdH1Ikx2dao357DOCAdV,KPA,VASA,VASA KPA
849,2gCEsaKvuL8FrVcBzimC7P,Be Easy - Nikko Mad Mix,General Soundbwoy; Urban Love; Nikko Mad,General Soundbwoy Urban Love Nikko Mad Be Easy - Nikko Mad Mix
850,5QdTZO8YLH3KESTPPZ0lW6,Olufunmi Reimagined,Id Cabasa; ODUMODUBLVCK; Fireboy DML; Boj; Joeboy,Id Cabasa ODUMODUBLVCK Fireboy DML Boj Joeboy Olufunmi Reimagined
851,5KzwhUeX1NLn3xJdT2ixxI,Shake It Fast (Prod. THE HUB),Saweetie,Saweetie Shake It Fast (Prod. THE HUB)
852,52ceILmHmaBcD8DyVSgG1U,Hands On Knees,LeoStayTrill; K-Trap,LeoStayTrill K-Trap Hands On Knees
853,46FW3Liu7MUD6yrmhPXc5C,Lately (feat. Ruger),Maleek Berry; Ruger,Maleek Berry Ruger Lately (feat. Ruger)
